Participant,HR,respr,Time(sec),Label
27,73.0,13.02429184,1646646354,0
27,79.0,13.02429184,1646646355,0
27,77.0,13.02429184,1646646356,0
27,72.5,13.02429184,1646646357,0
27,69.8,13.02429184,1646646358,0
27,75.0,13.02429184,1646646359,0
27,77.0,13.02429184,1646646360,0
27,78.38,13.02429184,1646646361,0
27,79.33,13.02429184,1646646362,0
27,78.9,13.02429184,1646646363,0
27,78.73,13.02429184,1646646364,0
27,78.42,13.02429184,1646646365,0
27,78.31,13.02429184,1646646366,0
27,78.14,13.02429184,1646646367,0
27,78.0,13.02429184,1646646368,0
27,77.88,13.02429184,1646646369,0
27,77.71,13.02429184,1646646370,0
27,77.56,13.02429184,1646646371,0
27,77.42,13.02429184,1646646372,0
27,77.3,13.02429184,1646646373,0
27,77.29,13.02429184,1646646374,0
27,77.27,13.02429184,1646646375,0
27,77.26,13.02429184,1646646376,0
27,77.29,13.02429184,1646646377,0
27,77.36,13.02429184,1646646378,0
27,77.38,13.02429184,1646646379,0
27,77.33,13.02429184,1646646380,0
27,77.25,13.02429184,1646646381,0
27,77.1,13.02429184,1646646382,0
27,76.9,13.02429184,1646646383,0
27,76.65,13.02429184,1646646384,0
27,76.12,13.02429184,1646646385,0
27,75.61,13.02429184,1646646386,0
27,75.32,13.02429184,1646646387,0
27,75.06,13.02429184,1646646388,0
27,74.33,13.02429184,1646646389,0
27,73.62,13.02429184,1646646390,0
27,72.97,13.02429184,1646646391,0
27,72.36,13.02429184,1646646392,0
27,71.75,13.02429184,1646646393,0
27,71.22,13.02429184,1646646394,0
27,70.74,13.02429184,1646646395,0
27,70.35,13.02429184,1646646396,0
27,69.98,13.02429184,1646646397,0
27,69.71,13.02429184,1646646398,0
27,69.48,13.02429184,1646646399,0
27,69.21,13.02429184,1646646400,0
27,68.94,13.02429184,1646646401,0
27,69.06,13.02429184,1646646402,0
27,69.2,13.02429184,1646646403,0
27,69.33,13.02429184,1646646404,0
27,69.46,13.02429184,1646646405,0
27,69.57,13.02429184,1646646406,0
27,69.69,13.02429184,1646646407,0
27,69.78,13.02429184,1646646408,0
27,69.84,13.02429184,1646646409,0
27,69.51,13.02429184,1646646410,0
27,69.22,13.02429184,1646646411,0
27,68.93,13.02429184,1646646412,0
27,68.88,13.02429184,1646646413,0
27,68.78,13.02429184,1646646414,0
27,68.48,13.02429184,1646646415,0
27,68.38,13.02429184,1646646416,0
27,68.5,13.02429184,1646646417,0
27,68.63,13.02429184,1646646418,0
27,68.08,13.02429184,1646646419,0
27,67.85,13.02429184,1646646420,0
27,67.63,13.02429184,1646646421,0
27,67.43,13.02429184,1646646422,0
27,67.58,13.02429184,1646646423,0
27,67.73,13.02429184,1646646424,0
27,68.03,13.02429184,1646646425,0
27,68.28,13.02429184,1646646426,0
27,68.55,13.02429184,1646646427,0
27,68.82,13.02429184,1646646428,0
27,69.1,13.02429184,1646646429,0
27,69.37,13.02429184,1646646430,0
27,69.62,13.02429184,1646646431,0
27,69.87,13.02429184,1646646432,0
27,70.12,13.02429184,1646646433,0
27,70.33,13.02429184,1646646434,0
27,70.55,13.02429184,1646646435,0
27,70.82,13.02429184,1646646436,0
27,70.77,13.02429184,1646646437,0
27,70.7,13.02429184,1646646438,0
27,70.65,13.02429184,1646646439,0
27,70.7,13.02429184,1646646440,0
27,70.83,13.02429184,1646646441,0
27,71.07,13.02429184,1646646442,0
27,71.38,13.02429184,1646646443,0
27,71.73,13.02429184,1646646444,0
27,72.2,13.02429184,1646646445,0
27,72.72,13.02429184,1646646446,0
27,73.15,13.02429184,1646646447,0
27,73.57,13.02429184,1646646448,0
27,74.23,13.02429184,1646646449,0
27,74.65,13.02429184,1646646450,0
27,75.08,13.02429184,1646646451,0
27,75.52,13.02429184,1646646452,0
27,75.97,13.68330159,1646646453,0
27,76.37,13.7062392,1646646454,0
27,76.75,13.6859463,1646646455,0
27,77.07,13.6566329,1646646456,0
27,77.38,13.63720724,1646646457,0
27,77.63,13.61815158,1646646458,0
27,77.87,13.59945547,1646646459,0
27,78.13,13.58110882,1646646460,0
27,78.42,13.55412324,1646646461,0
27,78.37,13.52763282,1646646462,0
27,78.28,13.52101797,1646646463,0
27,78.2,13.5040391,1646646464,0
27,78.12,13.47870542,1646646465,0
27,78.05,13.45382012,1646646466,0
27,77.97,13.42937141,1646646467,0
27,77.9,13.40534789,1646646468,0
27,77.87,13.38173857,1646646469,0
27,78.22,13.35853283,1646646470,0
27,78.53,13.3357204,1646646471,0
27,78.88,13.32144009,1646646472,0
27,79.0,13.30739779,1646646473,0
27,79.12,13.28557356,1646646474,0
27,79.25,13.26410711,1646646475,0
27,79.38,13.23631888,1646646476,0
27,79.53,13.22341601,1646646477,0
27,79.65,13.22002868,1646646478,0
27,79.75,13.2279826,1646646479,0
27,79.73,13.22461266,1646646480,0
27,79.72,13.23240648,1646646481,0
27,79.7,13.24007947,1646646482,0
27,79.53,13.24763442,1646646483,0
27,79.33,13.26864484,1646646484,0
27,79.02,13.28933693,1646646485,0
27,78.73,13.2963511,1646646486,0
27,78.48,13.28396313,1646646487,0
27,78.25,13.27175869,1646646488,0
27,78.0,13.25973373,1646646489,0
27,77.77,13.24788431,1646646490,0
27,77.53,13.22917984,1646646491,0
27,77.28,13.21074449,1646646492,0
27,76.92,13.19949891,1646646493,0
27,76.6,13.18153556,1646646494,0
27,76.32,13.16382522,1646646495,0
27,75.97,13.14636257,1646646496,0
27,75.9,13.13587647,1646646497,0
27,75.85,13.11884744,1646646498,0
27,75.82,13.10205168,1646646499,0
27,75.72,13.08548443,1646646500,0
27,75.57,13.07569308,1646646501,0
27,75.37,13.05952511,1646646502,0
27,75.12,13.04357272,1646646503,0
27,74.87,13.02783162,1646646504,0
27,74.65,13.01867723,1646646505,0
27,74.4,13.00330461,1646646506,0
27,74.12,12.98813164,1646646507,0
27,73.85,12.97315444,1646646508,0
27,73.62,12.95836927,1646646509,0
27,73.65,12.95736054,1646646510,0
27,73.63,12.965366,1646646511,0
27,73.6,12.97327075,1646646512,0
27,73.58,12.97218781,1646646513,0
27,73.58,12.979952,1646646514,0
27,73.6,12.99859427,1646646515,0
27,73.65,12.9973759,1646646516,0
27,73.7,13.00484448,1646646517,0
27,73.75,13.01222252,1646646518,0
27,73.8,13.00393422,1646646519,0
27,73.85,12.9899386,1646646520,0
27,73.88,12.98880802,1646646521,0
27,73.93,12.99610633,1646646522,0
27,74.0,13.01377629,1646646523,0
27,74.07,13.04460634,1646646524,0
27,74.13,13.11760281,1646646525,0
27,74.2,13.22674962,1646646526,0
27,74.28,13.15073381,1646646527,0
27,74.37,13.07558676,1646646528,0
27,74.47,13.00129366,1646646529,0
27,74.5,13.07247279,1646646530,0
27,74.5,13.14285215,1646646531,0
27,74.52,13.21244516,1646646532,0
27,74.5,13.13904269,1646646533,0
27,74.47,13.06645129,1646646534,0
27,74.45,12.9946576,1646646535,0
27,74.45,12.92364854,1646646536,0
27,74.42,12.85341132,1646646537,0
27,74.38,12.78393342,1646646538,0
27,74.35,12.88724561,1646646539,0
27,74.23,12.81832986,1646646540,0
27,74.15,12.75014725,1646646541,0
27,74.35,12.68268616,1646646542,0
27,74.53,12.61593518,1646646543,0
27,74.7,12.54988316,1646646544,0
