Participant,HR,respr,Time(sec),Label
32,56.0,15.81629526,1646667388,0
32,56.0,15.81629526,1646667389,0
32,55.0,15.81629526,1646667390,0
32,54.5,15.81629526,1646667391,0
32,54.2,15.81629526,1646667392,0
32,54.33,15.81629526,1646667393,0
32,54.43,15.81629526,1646667394,0
32,54.62,15.81629526,1646667395,0
32,54.78,15.81629526,1646667396,0
32,54.9,15.81629526,1646667397,0
32,55.0,15.81629526,1646667398,0
32,55.17,15.81629526,1646667399,0
32,55.31,15.81629526,1646667400,0
32,55.36,15.81629526,1646667401,0
32,55.4,15.81629526,1646667402,0
32,55.44,15.81629526,1646667403,0
32,55.47,15.81629526,1646667404,0
32,55.44,15.81629526,1646667405,0
32,55.37,15.81629526,1646667406,0
32,55.3,15.81629526,1646667407,0
32,55.24,15.81629526,1646667408,0
32,55.23,15.81629526,1646667409,0
32,55.22,15.81629526,1646667410,0
32,55.25,15.81629526,1646667411,0
32,55.32,15.81629526,1646667412,0
32,55.42,15.81629526,1646667413,0
32,55.48,15.81629526,1646667414,0
32,55.5,15.81629526,1646667415,0
32,55.48,15.81629526,1646667416,0
32,55.43,15.81629526,1646667417,0
32,55.35,15.81629526,1646667418,0
32,55.25,15.81629526,1646667419,0
32,55.12,15.81629526,1646667420,0
32,55.0,15.81629526,1646667421,0
32,54.91,15.81629526,1646667422,0
32,54.89,15.81629526,1646667423,0
32,54.84,15.81629526,1646667424,0
32,54.79,15.81629526,1646667425,0
32,54.74,15.81629526,1646667426,0
32,54.67,15.81629526,1646667427,0
32,54.54,15.81629526,1646667428,0
32,54.4,15.81629526,1646667429,0
32,54.42,15.81629526,1646667430,0
32,54.77,15.81629526,1646667431,0
32,55.24,15.81629526,1646667432,0
32,55.7,15.81629526,1646667433,0
32,56.11,15.81629526,1646667434,0
32,56.52,15.81629526,1646667435,0
32,56.96,15.81629526,1646667436,0
32,57.44,15.81629526,1646667437,0
32,57.94,15.81629526,1646667438,0
32,58.42,15.81629526,1646667439,0
32,58.87,15.81629526,1646667440,0
32,59.3,15.81629526,1646667441,0
32,59.75,15.81629526,1646667442,0
32,60.16,15.81629526,1646667443,0
32,60.58,15.81629526,1646667444,0
32,60.97,15.81629526,1646667445,0
32,61.34,15.81629526,1646667446,0
32,61.7,15.81629526,1646667447,0
32,62.23,15.81629526,1646667448,0
32,62.73,15.81629526,1646667449,0
32,63.32,15.81629526,1646667450,0
32,63.82,15.81629526,1646667451,0
32,64.28,15.81629526,1646667452,0
32,64.53,15.81629526,1646667453,0
32,64.78,15.81629526,1646667454,0
32,65.1,15.81629526,1646667455,0
32,65.45,15.81629526,1646667456,0
32,65.77,15.81629526,1646667457,0
32,66.1,15.81629526,1646667458,0
32,66.45,15.81629526,1646667459,0
32,66.75,15.81629526,1646667460,0
32,67.1,15.81629526,1646667461,0
32,67.43,15.81629526,1646667462,0
32,67.75,15.81629526,1646667463,0
32,68.1,15.81629526,1646667464,0
32,68.47,15.81629526,1646667465,0
32,68.87,15.81629526,1646667466,0
32,69.25,15.81629526,1646667467,0
32,69.28,15.81629526,1646667468,0
32,69.27,15.81629526,1646667469,0
32,69.23,15.81629526,1646667470,0
32,69.12,15.81629526,1646667471,0
32,68.98,15.81629526,1646667472,0
32,68.83,15.81629526,1646667473,0
32,68.7,15.81629526,1646667474,0
32,68.6,15.81629526,1646667475,0
32,68.52,15.81629526,1646667476,0
32,68.45,15.81629526,1646667477,0
32,68.4,15.81629526,1646667478,0
32,68.37,15.81629526,1646667479,0
32,68.35,15.81629526,1646667480,0
32,68.35,15.81629526,1646667481,0
32,68.33,15.81629526,1646667482,0
32,68.28,15.81629526,1646667483,0
32,68.25,15.81629526,1646667484,0
32,68.22,15.81629526,1646667485,0
32,68.18,15.81629526,1646667486,0
32,68.18,16.13968254,1646667487,0
32,68.22,16.23334905,1646667488,0
32,68.25,16.32517896,1646667489,0
